ExperimentID,FormulationID,FormulationVariant,StructuralInstanceID,PairedBaseID,DeterministicDataID,DemandAssignmentID,ShareTableID,RepositoryInstanceID,ParallelTaskID,ShardID,Replication,Controller,Fairness,Resource,FairnessFamily,ApplicableDiagnostic,ObjectiveCriterion,RepositoryHorizon,BaseProfileLength,EvaluationHorizon,LookaheadHorizon,ImplementationStep,RequiredPeriodSupportEnd,RealizedPeriodEnd,RollingSolveCount,ConditionalSupportStream,ConditionalSupportSeedKeys,ConditionalSupportSeedExclusions,GridDirectionExclusivity,BatteryDirectionExclusivity
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BHI-ef87cf24bb,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,LEXMMFPEA,pv,pv,lexicographic_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BHI-ef87cf24bb,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,LEXMMFSA,savings,savings,lexicographic_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BHI-ef87cf24bb,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,NONE,none,none,descriptive_only,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BHI-ef87cf24bb,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,PEA,pv,pv,proportional_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BHI-ef87cf24bb,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BHI-ef87cf24bb,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,DETERMINISTIC_RH,LEXMMFPEA,pv,pv,lexicographic_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,DETERMINISTIC_RH,LEXMMFSA,savings,savings,lexicographic_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,DETERMINISTIC_RH,NONE,none,none,descriptive_only,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,DETERMINISTIC_RH,PEA,pv,pv,proportional_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,DETERMINISTIC_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,MULTISTAGE_RH,LEXMMFPEA,pv,pv,lexicographic_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,MULTISTAGE_RH,LEXMMFSA,savings,savings,lexicographic_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,MULTISTAGE_RH,NONE,none,none,descriptive_only,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,MULTISTAGE_RH,PEA,pv,pv,proportional_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,MULTISTAGE_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,MULTISTAGE_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,LEXMMFPEA,pv,pv,lexicographic_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,LEXMMFSA,savings,savings,lexicographic_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,NONE,none,none,descriptive_only,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,PEA,pv,pv,proportional_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DD-Drahi_16-d2-2227bce057,DA-Drahi_16-HOM-d2-e15cb18a14,ST-bcb8a468791c,5_56,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,TK-PB-Drahi_16-d2-HOM-ULO-44f5909412-r2,2,TWO_STAGE_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
