ExperimentID,FormulationID,FormulationVariant,StructuralInstanceID,PairedBaseID,DeterministicDataID,DemandAssignmentID,ShareTableID,RepositoryInstanceID,ParallelTaskID,ShardID,Replication,Controller,Fairness,Resource,FairnessFamily,ApplicableDiagnostic,ObjectiveCriterion,RepositoryHorizon,BaseProfileLength,EvaluationHorizon,LookaheadHorizon,ImplementationStep,RequiredPeriodSupportEnd,RealizedPeriodEnd,RollingSolveCount,ConditionalSupportStream,ConditionalSupportSeedKeys,ConditionalSupportSeedExclusions,GridDirectionExclusivity,BatteryDirectionExclusivity
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BHI-0e8ef1d852,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,MULTISTAGE_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BHI-0e8ef1d852,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BHI-0e8ef1d852,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,LEXMMFPEA,pv,pv,lexicographic_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BHI-0e8ef1d852,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,LEXMMFSA,savings,savings,lexicographic_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BHI-0e8ef1d852,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,NONE,none,none,descriptive_only,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BHI-0e8ef1d852,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,PEA,pv,pv,proportional_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BHI-0e8ef1d852,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BHI-0e8ef1d852,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,DETERMINISTIC_RH,LEXMMFPEA,pv,pv,lexicographic_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,DETERMINISTIC_RH,LEXMMFSA,savings,savings,lexicographic_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,DETERMINISTIC_RH,NONE,none,none,descriptive_only,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,DETERMINISTIC_RH,PEA,pv,pv,proportional_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,DETERMINISTIC_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,MULTISTAGE_RH,LEXMMFPEA,pv,pv,lexicographic_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,MULTISTAGE_RH,LEXMMFSA,savings,savings,lexicographic_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,MULTISTAGE_RH,NONE,none,none,descriptive_only,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,MULTISTAGE_RH,PEA,pv,pv,proportional_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,MULTISTAGE_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,LEXMMFPEA,pv,pv,lexicographic_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,LEXMMFSA,savings,savings,lexicographic_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,NONE,none,none,descriptive_only,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,PEA,pv,pv,proportional_pv,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,SA,savings,savings,proportional_savings,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
oos_experiment,shared_battery_mode_node_level_v1,aggregate_only,SI-Drahi_1-d1-HOM-ULO-BLO-2b7217f211,PB-Drahi_1-d1-HOM-ULO-d69028dd90,DD-Drahi_1-d1-d3bdb6ae75,DA-Drahi_1-HOM-d1-0c238d3a08,ST-96ad8d5e5335,5_56,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,TK-PB-Drahi_1-d1-HOM-ULO-d69028dd90-r1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,pv,pv,static_share_residual,risk_neutral_expectation,24,24,24,24,4,44,24,6,lookahead_support,experiment_seed|oos_replication|rolling_start,controller|fairness_policy|solver_phase|worker|retry|execution_order,false,false
